country_code,city_name,organization_type,stat_date(月),Daily Orders
PE,Arequipa,CKA,2024-06-01 / 2024-06-01,-
PE,Lima,CKA,2024-06-01 / 2024-06-01,1546
MX,Chilpancingo de los Bravo,SME,2024-05-01 / 2024-05-01,0
MX,Cordoba,SME,2024-05-01 / 2024-05-01,536
MX,Orizaba,SME,2024-05-01 / 2024-05-01,0
MX,Zamora,SME,2024-05-01 / 2024-05-01,-
MX,Tlaxcala,DK,2024-05-01 / 2024-05-01,0
MX,Uruapan,SME,2024-05-01 / 2024-05-01,0
MX,Carmen,SME,2024-05-01 / 2024-05-01,193
MX,La Piedad,SME,2024-05-01 / 2024-05-01,-
MX,Comitan de Dominguez,SME,2024-05-01 / 2024-05-01,-
MX,Oaxaca,DK,2024-05-01 / 2024-05-01,50
MX,Chetumal,DK,2024-05-01 / 2024-05-01,30
MX,Tulancingo,SME,2024-05-01 / 2024-05-01,-
MX,Coatzacoalcos,DK,2024-05-01 / 2024-05-01,6
MX,Abejones,SME,2024-05-01 / 2024-05-01,-
MX,Tapachula,DK,2024-05-01 / 2024-05-01,2
MX,Las Choapas,SME,2024-05-01 / 2024-05-01,92
MX,Apizaco,SME,2024-05-01 / 2024-05-01,-
MX,Minatitlan,SME,2024-05-01 / 2024-05-01,-
MX,Campeche,DK,2024-05-01 / 2024-05-01,2
MX,Solidaridad,DK,2024-05-01 / 2024-05-01,5
MX,Pachuca,DK,2024-05-01 / 2024-05-01,-
MX,Cordoba,DK,2024-05-01 / 2024-05-01,-
MX,Acapulco,DK,2024-05-01 / 2024-05-01,-
MX,Zamora,KA,2024-05-01 / 2024-05-01,-
MX,Veracruz,DK,2024-05-01 / 2024-05-01,12
MX,Villahermosa,DK,2024-05-01 / 2024-05-01,72
MX,Poza Rica de Hidalgo,DK,2024-05-01 / 2024-05-01,-
MX,Las Choapas,DK,2024-05-01 / 2024-05-01,-
MX,Tehuacan,DK,2024-05-01 / 2024-05-01,0
MX,Morelia,DK,2024-05-01 / 2024-05-01,47
MX,Xalapa,DK,2024-05-01 / 2024-05-01,7
MX,Poza Rica de Hidalgo,SME,2024-05-01 / 2024-05-01,155
MX,Tehuacan,SME,2024-05-01 / 2024-05-01,261
MX,Puebla,SME,2024-05-01 / 2024-05-01,3205
MX,Cuernavaca,SME,2024-05-01 / 2024-05-01,1794
MX,Merida,SME,2024-05-01 / 2024-05-01,1221
MX,Oaxaca,SME,2024-05-01 / 2024-05-01,1364
MX,Chetumal,SME,2024-05-01 / 2024-05-01,205
MX,Acapulco,SME,2024-05-01 / 2024-05-01,265
MX,San Cristobal de las Casas,SME,2024-05-01 / 2024-05-01,217
MX,Solidaridad,SME,2024-05-01 / 2024-05-01,219
MX,Tapachula,SME,2024-05-01 / 2024-05-01,206
MX,Cancun,SME,2024-05-01 / 2024-05-01,1650
MX,Coatzacoalcos,SME,2024-05-01 / 2024-05-01,227
MX,Pachuca,SME,2024-05-01 / 2024-05-01,482
MX,Xalapa,SME,2024-05-01 / 2024-05-01,310
MX,Veracruz,SME,2024-05-01 / 2024-05-01,1141
MX,Tuxtla Gutierrez,SME,2024-05-01 / 2024-05-01,1917
MX,Villahermosa,SME,2024-05-01 / 2024-05-01,1474
MX,Morelia,SME,2024-05-01 / 2024-05-01,2378
MX,Tlaxcala,SME,2024-05-01 / 2024-05-01,434
MX,Campeche,SME,2024-05-01 / 2024-05-01,511
MX,Cuernavaca,DK,2024-05-01 / 2024-05-01,32
MX,Poza Rica de Hidalgo,CKA,2024-05-01 / 2024-05-01,17
MX,Las Choapas,CKA,2024-05-01 / 2024-05-01,6
MX,Acapulco,CKA,2024-05-01 / 2024-05-01,25
MX,Cancun,DK,2024-05-01 / 2024-05-01,109
MX,Tehuacan,KA,2024-05-01 / 2024-05-01,219
MX,Comitan de Dominguez,KA,2024-05-01 / 2024-05-01,0
MX,San Cristobal de las Casas,KA,2024-05-01 / 2024-05-01,215
MX,Tapachula,KA,2024-05-01 / 2024-05-01,295
MX,Tulancingo,KA,2024-05-01 / 2024-05-01,-
MX,Campeche,KA,2024-05-01 / 2024-05-01,321
MX,Chilpancingo de los Bravo,KA,2024-05-01 / 2024-05-01,0
MX,Poza Rica de Hidalgo,KA,2024-05-01 / 2024-05-01,133
MX,Chilpancingo de los Bravo,CKA,2024-05-01 / 2024-05-01,-
MX,Chetumal,KA,2024-05-01 / 2024-05-01,357
MX,Villahermosa,KA,2024-05-01 / 2024-05-01,1907
MX,Tlaxcala,KA,2024-05-01 / 2024-05-01,356
MX,Pachuca,KA,2024-05-01 / 2024-05-01,506
MX,Tuxtla Gutierrez,KA,2024-05-01 / 2024-05-01,1450
MX,Las Choapas,KA,2024-05-01 / 2024-05-01,116
MX,Uruapan,KA,2024-05-01 / 2024-05-01,0
MX,Carmen,KA,2024-05-01 / 2024-05-01,454
MX,Cordoba,KA,2024-05-01 / 2024-05-01,579
MX,Coatzacoalcos,KA,2024-05-01 / 2024-05-01,503
MX,Oaxaca,KA,2024-05-01 / 2024-05-01,1072
MX,Tehuacan,CKA,2024-05-01 / 2024-05-01,43
MX,Uruapan,CKA,2024-05-01 / 2024-05-01,0
MX,Coatzacoalcos,CKA,2024-05-01 / 2024-05-01,52
MX,Zamora,CKA,2024-05-01 / 2024-05-01,-
MX,Solidaridad,CKA,2024-05-01 / 2024-05-01,50
MX,Chetumal,CKA,2024-05-01 / 2024-05-01,5
MX,Villahermosa,CKA,2024-05-01 / 2024-05-01,1510
MX,Carmen,CKA,2024-05-01 / 2024-05-01,11
MX,Tuxtla Gutierrez,CKA,2024-05-01 / 2024-05-01,227
MX,Cancun,CKA,2024-05-01 / 2024-05-01,1079
MX,Tapachula,CKA,2024-05-01 / 2024-05-01,22
MX,Oaxaca,CKA,2024-05-01 / 2024-05-01,1014
MX,Cuernavaca,CKA,2024-05-01 / 2024-05-01,1106
MX,Campeche,CKA,2024-05-01 / 2024-05-01,38
MX,Tlaxcala,CKA,2024-05-01 / 2024-05-01,56
MX,Morelia,CKA,2024-05-01 / 2024-05-01,1040
MX,Pachuca,CKA,2024-05-01 / 2024-05-01,224
MX,Xalapa,CKA,2024-05-01 / 2024-05-01,60
MX,Comitan de Dominguez,CKA,2024-05-01 / 2024-05-01,0
MX,Cordoba,CKA,2024-05-01 / 2024-05-01,117
MX,San Cristobal de las Casas,CKA,2024-05-01 / 2024-05-01,23
MX,Veracruz,CKA,2024-05-01 / 2024-05-01,393
MX,Merida,CKA,2024-05-01 / 2024-05-01,571
MX,Veracruz,KA,2024-05-01 / 2024-05-01,1141
MX,Cuernavaca,KA,2024-05-01 / 2024-05-01,2311
MX,Xalapa,KA,2024-05-01 / 2024-05-01,451
MX,Morelia,KA,2024-05-01 / 2024-05-01,1211
MX,Solidaridad,KA,2024-05-01 / 2024-05-01,376
MX,Cancun,KA,2024-05-01 / 2024-05-01,2344
MX,Acapulco,KA,2024-05-01 / 2024-05-01,620
MX,Puebla,CKA,2024-05-01 / 2024-05-01,2108
MX,Merida,DK,2024-05-01 / 2024-05-01,83
MX,Puebla,DK,2024-05-01 / 2024-05-01,288
MX,Puebla,KA,2024-05-01 / 2024-05-01,3523
MX,Merida,KA,2024-05-01 / 2024-05-01,1716
MX,Guaymas,SME,2024-05-01 / 2024-05-01,0
MX,Navojoa,SME,2024-05-01 / 2024-05-01,278
MX,Ciudad Obregon,DK,2024-05-01 / 2024-05-01,2
MX,Mazatlan,DK,2024-05-01 / 2024-05-01,21
MX,Tijuana,DK,2024-05-01 / 2024-05-01,138
MX,Culiacan,DK,2024-05-01 / 2024-05-01,78
MX,Puerto Vallarta,DK,2024-05-01 / 2024-05-01,17
MX,Mexicali,DK,2024-05-01 / 2024-05-01,342
MX,Ensenada,DK,2024-05-01 / 2024-05-01,68
MX,Los Mochis-Guasave,DK,2024-05-01 / 2024-05-01,29
MX,Los Cabos,DK,2024-05-01 / 2024-05-01,3
MX,Nogales(SON),DK,2024-05-01 / 2024-05-01,-
MX,Tepic,DK,2024-05-01 / 2024-05-01,81
MX,Colima,SME,2024-05-01 / 2024-05-01,1093
MX,Mazatlan,SME,2024-05-01 / 2024-05-01,981
MX,Los Cabos,SME,2024-05-01 / 2024-05-01,704
MX,Nogales(SON),SME,2024-05-01 / 2024-05-01,0
MX,Ciudad Obregon,SME,2024-05-01 / 2024-05-01,1068
MX,Ensenada,SME,2024-05-01 / 2024-05-01,2287
MX,Tepic,SME,2024-05-01 / 2024-05-01,1590
MX,Puerto Vallarta,SME,2024-05-01 / 2024-05-01,736
MX,Tijuana,SME,2024-05-01 / 2024-05-01,3187
MX,Manzanillo,SME,2024-05-01 / 2024-05-01,472
MX,Los Mochis-Guasave,SME,2024-05-01 / 2024-05-01,863
MX,Hermosillo,SME,2024-05-01 / 2024-05-01,1646
MX,Guadalajara,SME,2024-05-01 / 2024-05-01,13049
MX,La Paz,SME,2024-05-01 / 2024-05-01,1052
MX,Mexicali,SME,2024-05-01 / 2024-05-01,4388
MX,La Paz,DK,2024-05-01 / 2024-05-01,91
MX,Colima,DK,2024-05-01 / 2024-05-01,46
MX,Culiacan,SME,2024-05-01 / 2024-05-01,2088
MX,Los Cabos,KA,2024-05-01 / 2024-05-01,607
MX,Los Mochis-Guasave,KA,2024-05-01 / 2024-05-01,678
MX,Navojoa,KA,2024-05-01 / 2024-05-01,216
MX,Los Cabos,CKA,2024-05-01 / 2024-05-01,178
MX,Guaymas,KA,2024-05-01 / 2024-05-01,0
MX,Ciudad Obregon,KA,2024-05-01 / 2024-05-01,754
MX,Hermosillo,DK,2024-05-01 / 2024-05-01,30
MX,La Paz,KA,2024-05-01 / 2024-05-01,768
MX,Nogales(SON),KA,2024-05-01 / 2024-05-01,0
MX,Colima,CKA,2024-05-01 / 2024-05-01,121
MX,Manzanillo,CKA,2024-05-01 / 2024-05-01,117
MX,La Paz,CKA,2024-05-01 / 2024-05-01,142
MX,Puerto Vallarta,CKA,2024-05-01 / 2024-05-01,123
MX,Nogales(SON),CKA,2024-05-01 / 2024-05-01,0
MX,Ensenada,CKA,2024-05-01 / 2024-05-01,650
MX,Navojoa,CKA,2024-05-01 / 2024-05-01,29
MX,Guaymas,CKA,2024-05-01 / 2024-05-01,0
MX,Tepic,CKA,2024-05-01 / 2024-05-01,641
MX,Ciudad Obregon,CKA,2024-05-01 / 2024-05-01,604
MX,Mazatlan,CKA,2024-05-01 / 2024-05-01,507
MX,Culiacan,CKA,2024-05-01 / 2024-05-01,2222
MX,Tijuana,CKA,2024-05-01 / 2024-05-01,1824
MX,Mexicali,CKA,2024-05-01 / 2024-05-01,3363
MX,Hermosillo,CKA,2024-05-01 / 2024-05-01,1222
MX,Los Mochis-Guasave,CKA,2024-05-01 / 2024-05-01,357
MX,Mazatlan,KA,2024-05-01 / 2024-05-01,1166
MX,Mexicali,KA,2024-05-01 / 2024-05-01,3650
MX,Manzanillo,KA,2024-05-01 / 2024-05-01,580
MX,Tijuana,KA,2024-05-01 / 2024-05-01,3783
MX,Ensenada,KA,2024-05-01 / 2024-05-01,1181
MX,Colima,KA,2024-05-01 / 2024-05-01,867
MX,Hermosillo,KA,2024-05-01 / 2024-05-01,1445
MX,Puerto Vallarta,KA,2024-05-01 / 2024-05-01,587
MX,Tepic,KA,2024-05-01 / 2024-05-01,1041
MX,Culiacan,KA,2024-05-01 / 2024-05-01,2171
MX,Guadalajara,CKA,2024-05-01 / 2024-05-01,8299
MX,Guadalajara,KA,2024-05-01 / 2024-05-01,9605
MX,Guadalajara,DK,2024-05-01 / 2024-05-01,1019
MX,Valles City,SME,2024-05-01 / 2024-05-01,-
MX,Nuevo Laredo,DK,2024-05-01 / 2024-05-01,35
MX,San Miguel de Allende,SME,2024-05-01 / 2024-05-01,0
MX,Guanajuato,SME,2024-05-01 / 2024-05-01,-
MX,Matamoros,DK,2024-05-01 / 2024-05-01,5
MX,Irapuato,DK,2024-05-01 / 2024-05-01,-
MX,Aguascalientes,DK,2024-05-01 / 2024-05-01,17
MX,Celaya,DK,2024-05-01 / 2024-05-01,1
MX,San Juan del Río,DK,2024-05-01 / 2024-05-01,0
MX,Victoria,DK,2024-05-01 / 2024-05-01,5
MX,Piedras Negras,SME,2024-05-01 / 2024-05-01,-
MX,Durango,DK,2024-05-01 / 2024-05-01,139
MX,Tampico,DK,2024-05-01 / 2024-05-01,11
MX,Torreon,DK,2024-05-01 / 2024-05-01,91
MX,Chihuahua,DK,2024-05-01 / 2024-05-01,87
MX,Delicias,KA,2024-05-01 / 2024-05-01,228
MX,Reynosa,DK,2024-05-01 / 2024-05-01,-
MX,Salamanca,DK,2024-05-01 / 2024-05-01,1
MX,San Luis Potosi,DK,2024-05-01 / 2024-05-01,85
MX,Matamoros,SME,2024-05-01 / 2024-05-01,1232
MX,San Luis Potosi,SME,2024-05-01 / 2024-05-01,2140
MX,Chihuahua,SME,2024-05-01 / 2024-05-01,1742
MX,Zacatecas,SME,2024-05-01 / 2024-05-01,639
MX,Jaurez CHIH,SME,2024-05-01 / 2024-05-01,3866
MX,Celaya,SME,2024-05-01 / 2024-05-01,608
MX,Leon,SME,2024-05-01 / 2024-05-01,1814
MX,San Juan del Río,SME,2024-05-01 / 2024-05-01,443
MX,Monclova,SME,2024-05-01 / 2024-05-01,0
MX,Durango,SME,2024-05-01 / 2024-05-01,2477
MX,Queretaro,SME,2024-05-01 / 2024-05-01,2259
MX,Victoria,SME,2024-05-01 / 2024-05-01,859
MX,Aguascalientes,SME,2024-05-01 / 2024-05-01,1430
MX,Saltillo,SME,2024-05-01 / 2024-05-01,887
MX,Salamanca,SME,2024-05-01 / 2024-05-01,137
MX,Delicias,SME,2024-05-01 / 2024-05-01,466
MX,Nuevo Laredo,SME,2024-05-01 / 2024-05-01,598
MX,Tampico,SME,2024-05-01 / 2024-05-01,1380
MX,Leon,DK,2024-05-01 / 2024-05-01,30
MX,Irapuato,SME,2024-05-01 / 2024-05-01,506
MX,Torreon,SME,2024-05-01 / 2024-05-01,1867
MX,Reynosa,SME,2024-05-01 / 2024-05-01,0
MX,Queretaro,DK,2024-05-01 / 2024-05-01,128
MX,Jaurez CHIH,DK,2024-05-01 / 2024-05-01,485
MX,Delicias,CKA,2024-05-01 / 2024-05-01,54
MX,San Juan del Río,KA,2024-05-01 / 2024-05-01,290
MX,San Miguel de Allende,CKA,2024-05-01 / 2024-05-01,0
MX,Piedras Negras,KA,2024-05-01 / 2024-05-01,0
MX,Durango,KA,2024-05-01 / 2024-05-01,1407
MX,Matamoros,KA,2024-05-01 / 2024-05-01,1200
MX,Torreon,KA,2024-05-01 / 2024-05-01,2050
MX,Zacatecas,KA,2024-05-01 / 2024-05-01,518
MX,Victoria,KA,2024-05-01 / 2024-05-01,1068
MX,Tampico,KA,2024-05-01 / 2024-05-01,1277
MX,San Miguel de Allende,KA,2024-05-01 / 2024-05-01,0
MX,Valles City,KA,2024-05-01 / 2024-05-01,-
MX,Reynosa,KA,2024-05-01 / 2024-05-01,0
MX,Irapuato,CKA,2024-05-01 / 2024-05-01,115
MX,Valles City,CKA,2024-05-01 / 2024-05-01,-
MX,Salamanca,CKA,2024-05-01 / 2024-05-01,30
MX,Celaya,CKA,2024-05-01 / 2024-05-01,246
MX,Nuevo Laredo,CKA,2024-05-01 / 2024-05-01,78
MX,Piedras Negras,CKA,2024-05-01 / 2024-05-01,-
MX,Matamoros,CKA,2024-05-01 / 2024-05-01,327
MX,Reynosa,CKA,2024-05-01 / 2024-05-01,0
MX,Torreon,CKA,2024-05-01 / 2024-05-01,754
MX,Monclova,CKA,2024-05-01 / 2024-05-01,0
MX,Monterrey,SME,2024-05-01 / 2024-05-01,9124
MX,Durango,CKA,2024-05-01 / 2024-05-01,1404
MX,Chihuahua,CKA,2024-05-01 / 2024-05-01,2726
MX,San Juan del Río,CKA,2024-05-01 / 2024-05-01,61
MX,Victoria,CKA,2024-05-01 / 2024-05-01,202
MX,Jaurez CHIH,CKA,2024-05-01 / 2024-05-01,3811
MX,Saltillo,CKA,2024-05-01 / 2024-05-01,708
MX,Monterrey,CKA,2024-05-01 / 2024-05-01,6432
MX,Aguascalientes,CKA,2024-05-01 / 2024-05-01,531
MX,Zacatecas,CKA,2024-05-01 / 2024-05-01,157
MX,Tampico,CKA,2024-05-01 / 2024-05-01,735
MX,Jaurez CHIH,KA,2024-05-01 / 2024-05-01,3715
MX,Queretaro,KA,2024-05-01 / 2024-05-01,2302
MX,Salamanca,KA,2024-05-01 / 2024-05-01,143
MX,Nuevo Laredo,KA,2024-05-01 / 2024-05-01,1262
MX,Aguascalientes,KA,2024-05-01 / 2024-05-01,941
MX,San Luis Potosi,KA,2024-05-01 / 2024-05-01,1203
MX,Monclova,KA,2024-05-01 / 2024-05-01,0
MX,Leon,KA,2024-05-01 / 2024-05-01,1551
MX,Chihuahua,KA,2024-05-01 / 2024-05-01,1986
MX,Celaya,KA,2024-05-01 / 2024-05-01,703
MX,Irapuato,KA,2024-05-01 / 2024-05-01,551
MX,Leon,CKA,2024-05-01 / 2024-05-01,651
MX,San Luis Potosi,CKA,2024-05-01 / 2024-05-01,618
MX,Queretaro,CKA,2024-05-01 / 2024-05-01,1529
MX,Saltillo,KA,2024-05-01 / 2024-05-01,2446
MX,Monterrey,DK,2024-05-01 / 2024-05-01,3220
MX,Saltillo,DK,2024-05-01 / 2024-05-01,94
MX,Monterrey,KA,2024-05-01 / 2024-05-01,18757
MX,Mexico City,SME,2024-05-01 / 2024-05-01,19742
MX,Mexico City,CKA,2024-05-01 / 2024-05-01,12617
MX,Mexico City,KA,2024-05-01 / 2024-05-01,37202
MX,Mexico City,DK,2024-05-01 / 2024-05-01,2312
MX,Toluca,SME,2024-05-01 / 2024-05-01,1857
MX,Toluca,CKA,2024-05-01 / 2024-05-01,1115
MX,Toluca,KA,2024-05-01 / 2024-05-01,2713
MX,Toluca,DK,2024-05-01 / 2024-05-01,188
CO,Valledupar,SME,2024-05-01 / 2024-05-01,0
CO,Santa marta,SME,2024-05-01 / 2024-05-01,0
CO,Ibagué,SME,2024-05-01 / 2024-05-01,0
CO,Barranquilla,SME,2024-05-01 / 2024-05-01,1562
CO,Manizales,SME,2024-05-01 / 2024-05-01,0
CO,Cali,SME,2024-05-01 / 2024-05-01,2625
CO,Pereira,SME,2024-05-01 / 2024-05-01,0
CO,Villavicencio,SME,2024-05-01 / 2024-05-01,0
CO,Cúcuta,SME,2024-05-01 / 2024-05-01,50
CO,Bucaramanga,SME,2024-05-01 / 2024-05-01,448
CO,Cartagena,SME,2024-05-01 / 2024-05-01,85
CO,Villavicencio,DK,2024-05-01 / 2024-05-01,-
CO,Valledupar,DK,2024-05-01 / 2024-05-01,-
CO,Cúcuta,DK,2024-05-01 / 2024-05-01,5
CO,Ibagué,DK,2024-05-01 / 2024-05-01,-
CO,Manizales,DK,2024-05-01 / 2024-05-01,-
CO,Pereira,DK,2024-05-01 / 2024-05-01,0
CO,Medellín,SME,2024-05-01 / 2024-05-01,5227
CO,Bogotá D.C.,SME,2024-05-01 / 2024-05-01,5438
CO,Manizales,KA,2024-05-01 / 2024-05-01,0
CO,Ibagué,KA,2024-05-01 / 2024-05-01,0
CO,Santa marta,KA,2024-05-01 / 2024-05-01,0
CO,Pereira,KA,2024-05-01 / 2024-05-01,0
CO,Bucaramanga,DK,2024-05-01 / 2024-05-01,70
CO,Cartagena,DK,2024-05-01 / 2024-05-01,9
CO,Cúcuta,KA,2024-05-01 / 2024-05-01,133
CO,Valledupar,KA,2024-05-01 / 2024-05-01,0
CO,Cali,KA,2024-05-01 / 2024-05-01,2791
CO,Santa marta,DK,2024-05-01 / 2024-05-01,0
CO,Barranquilla,KA,2024-05-01 / 2024-05-01,1455
CO,Barranquilla,DK,2024-05-01 / 2024-05-01,654
CO,Villavicencio,KA,2024-05-01 / 2024-05-01,0
CO,Cali,DK,2024-05-01 / 2024-05-01,280
CO,Medellín,DK,2024-05-01 / 2024-05-01,872
CO,Bogotá D.C.,DK,2024-05-01 / 2024-05-01,1630
CO,Bogotá D.C.,KA,2024-05-01 / 2024-05-01,6503
CO,Medellín,KA,2024-05-01 / 2024-05-01,4612
CO,Bucaramanga,KA,2024-05-01 / 2024-05-01,440
CO,Cartagena,KA,2024-05-01 / 2024-05-01,244
CO,Santa marta,CKA,2024-05-01 / 2024-05-01,-
CO,Villavicencio,CKA,2024-05-01 / 2024-05-01,0
CO,Valledupar,CKA,2024-05-01 / 2024-05-01,0
CO,Cúcuta,CKA,2024-05-01 / 2024-05-01,2
CO,Barranquilla,CKA,2024-05-01 / 2024-05-01,691
CO,Cartagena,CKA,2024-05-01 / 2024-05-01,33
CO,Medellín,CKA,2024-05-01 / 2024-05-01,4135
CO,Manizales,CKA,2024-05-01 / 2024-05-01,0
CO,Bucaramanga,CKA,2024-05-01 / 2024-05-01,286
CO,Ibagué,CKA,2024-05-01 / 2024-05-01,0
CO,Cali,CKA,2024-05-01 / 2024-05-01,1342
CO,Pereira,CKA,2024-05-01 / 2024-05-01,0
CO,Bogotá D.C.,CKA,2024-05-01 / 2024-05-01,5918
CR,Liberia,SME,2024-05-01 / 2024-05-01,-
CR,Limon,SME,2024-05-01 / 2024-05-01,-
CR,Liberia,CKA,2024-05-01 / 2024-05-01,-
CR,Limon,KA,2024-05-01 / 2024-05-01,-
CR,Liberia,KA,2024-05-01 / 2024-05-01,-
CR,San Jose,SME,2024-05-01 / 2024-05-01,2226
CR,Limon,CKA,2024-05-01 / 2024-05-01,-
CR,San Jose,KA,2024-05-01 / 2024-05-01,7658
CR,San Jose,CKA,2024-05-01 / 2024-05-01,2048
PE,Arequipa,SME,2024-05-01 / 2024-05-01,-
PE,Trujillo,SME,2024-05-01 / 2024-05-01,-
PE,Lima,SME,2024-05-01 / 2024-05-01,2242
PE,Trujillo,KA,2024-05-01 / 2024-05-01,-
PE,Lima,KA,2024-05-01 / 2024-05-01,3210
PE,Arequipa,KA,2024-05-01 / 2024-05-01,-
PE,Lima,DK,2024-05-01 / 2024-05-01,633
PE,Arequipa,CKA,2024-05-01 / 2024-05-01,-
